prompt,completion
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Romania and Argentina held on 1994-07-03 at Rose Bowl in Pasadena, United States. The match was a knockout stage.  [/INST]","The match was between Romania and Argentina for the 1994 FIFA Men's World Cup. It was held on 1994-07-03 at Rose Bowl in Pasadena, United States. The match was a knockout stage. The final score was 3–2. The match result was a home team win. Winning team was Romania.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Netherlands and Republic of Ireland held on 1994-07-04 at Citrus Bowl in Orlando, United States. The match was a knockout stage.  [/INST]","The match was between Netherlands and Republic of Ireland for the 1994 FIFA Men's World Cup. It was held on 1994-07-04 at Citrus Bowl in Orlando, United States. The match was a knockout stage. The final score was 2–0. The match result was a home team win. Winning team was Netherlands.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Brazil and United States held on 1994-07-04 at Stanford Stadium in Stanford, United States. The match was a knockout stage.  [/INST]","The match was between Brazil and United States for the 1994 FIFA Men's World Cup. It was held on 1994-07-04 at Stanford Stadium in Stanford, United States. The match was a knockout stage. The final score was 1–0. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Nigeria and Italy held on 1994-07-05 at Foxboro Stadium in Foxborough, United States. The match was a knockout stage.  [/INST]","The match was between Nigeria and Italy for the 1994 FIFA Men's World Cup. It was held on 1994-07-05 at Foxboro Stadium in Foxborough, United States. The match was a knockout stage. The final score was 1–2. The match result was a away team win. Winning team was Italy.  Extra time: Yes."
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Mexico and Bulgaria held on 1994-07-05 at Giants Stadium in East Rutherford, United States. The match was a knockout stage.  [/INST]","The match was between Mexico and Bulgaria for the 1994 FIFA Men's World Cup. It was held on 1994-07-05 at Giants Stadium in East Rutherford, United States. The match was a knockout stage. The final score was 1–1. The match result was a away team win. Winning team was Bulgaria.  Extra time: Yes.The match ended in a penalty shootout with a score of 1–3. Penalties scored: Mexico 1, Bulgaria 3."
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Italy and Spain held on 1994-07-09 at Foxboro Stadium in Foxborough, United States. The match was a knockout stage.  [/INST]","The match was between Italy and Spain for the 1994 FIFA Men's World Cup. It was held on 1994-07-09 at Foxboro Stadium in Foxborough, United States. The match was a knockout stage. The final score was 2–1. The match result was a home team win. Winning team was Italy.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Netherlands and Brazil held on 1994-07-09 at Cotton Bowl in Dallas, United States. The match was a knockout stage.  [/INST]","The match was between Netherlands and Brazil for the 1994 FIFA Men's World Cup. It was held on 1994-07-09 at Cotton Bowl in Dallas, United States. The match was a knockout stage. The final score was 2–3. The match result was a away team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Bulgaria and Germany held on 1994-07-10 at Giants Stadium in East Rutherford, United States. The match was a knockout stage.  [/INST]","The match was between Bulgaria and Germany for the 1994 FIFA Men's World Cup. It was held on 1994-07-10 at Giants Stadium in East Rutherford, United States. The match was a knockout stage. The final score was 2–1. The match result was a home team win. Winning team was Bulgaria.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Romania and Sweden held on 1994-07-10 at Stanford Stadium in Stanford, United States. The match was a knockout stage.  [/INST]","The match was between Romania and Sweden for the 1994 FIFA Men's World Cup. It was held on 1994-07-10 at Stanford Stadium in Stanford, United States. The match was a knockout stage. The final score was 2–2. The match result was a away team win. Winning team was Sweden.  Extra time: Yes.The match ended in a penalty shootout with a score of 4–5. Penalties scored: Romania 4, Sweden 5."
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Bulgaria and Italy held on 1994-07-13 at Giants Stadium in East Rutherford, United States. The match was a knockout stage.  [/INST]","The match was between Bulgaria and Italy for the 1994 FIFA Men's World Cup. It was held on 1994-07-13 at Giants Stadium in East Rutherford, United States. The match was a knockout stage. The final score was 1–2. The match result was a away team win. Winning team was Italy.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Sweden and Brazil held on 1994-07-13 at Rose Bowl in Pasadena, United States. The match was a knockout stage.  [/INST]","The match was between Sweden and Brazil for the 1994 FIFA Men's World Cup. It was held on 1994-07-13 at Rose Bowl in Pasadena, United States. The match was a knockout stage. The final score was 0–1. The match result was a away team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Sweden and Bulgaria held on 1994-07-16 at Rose Bowl in Pasadena, United States. The match was a knockout stage.  [/INST]","The match was between Sweden and Bulgaria for the 1994 FIFA Men's World Cup. It was held on 1994-07-16 at Rose Bowl in Pasadena, United States. The match was a knockout stage. The final score was 4–0. The match result was a home team win. Winning team was Sweden.  "
"<s>[INST] Provide details for the 1994 FIFA Men's World Cup match between Brazil and Italy held on 1994-07-17 at Rose Bowl in Pasadena, United States. The match was a knockout stage.  [/INST]","The match was between Brazil and Italy for the 1994 FIFA Men's World Cup. It was held on 1994-07-17 at Rose Bowl in Pasadena, United States. The match was a knockout stage. The final score was 0–0. The match result was a home team win. Winning team was Brazil.  Extra time: Yes.The match ended in a penalty shootout with a score of 3–2. Penalties scored: Brazil 3, Italy 2."
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Germany and Japan held on 1995-06-05 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group A.  [/INST]","The match was between Germany and Japan for the 1995 FIFA Women's World Cup. It was held on 1995-06-05 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group A. The final score was 1–0. The match result was a home team win. Winning team was Germany.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Sweden and Brazil held on 1995-06-05 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group A.  [/INST]","The match was between Sweden and Brazil for the 1995 FIFA Women's World Cup. It was held on 1995-06-05 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group A. The final score was 0–1. The match result was a away team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between England and Canada held on 1995-06-06 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group B.  [/INST]","The match was between England and Canada for the 1995 FIFA Women's World Cup. It was held on 1995-06-06 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group B. The final score was 3–2. The match result was a home team win. Winning team was England.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Norway and Nigeria held on 1995-06-06 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group B.  [/INST]","The match was between Norway and Nigeria for the 1995 FIFA Women's World Cup. It was held on 1995-06-06 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group B. The final score was 8–0. The match result was a home team win. Winning team was Norway.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Denmark and Australia held on 1995-06-06 at Arosvallen in Västerås, Sweden. The stage of the match was group stage, Group C.  [/INST]","The match was between Denmark and Australia for the 1995 FIFA Women's World Cup. It was held on 1995-06-06 at Arosvallen in Västerås, Sweden. The stage of the match was group stage, Group C. The final score was 5–0. The match result was a home team win. Winning team was Denmark.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between United States and China held on 1995-06-06 at Strömvallen in Gävle, Sweden. The stage of the match was group stage, Group C.  [/INST]","The match was between United States and China for the 1995 FIFA Women's World Cup. It was held on 1995-06-06 at Strömvallen in Gävle, Sweden. The stage of the match was group stage, Group C. The final score was 3–3. The match result was a draw.   "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Brazil and Japan held on 1995-06-07 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group A.  [/INST]","The match was between Brazil and Japan for the 1995 FIFA Women's World Cup. It was held on 1995-06-07 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group A. The final score was 1–2. The match result was a away team win. Winning team was Japan.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Sweden and Germany held on 1995-06-07 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group A.  [/INST]","The match was between Sweden and Germany for the 1995 FIFA Women's World Cup. It was held on 1995-06-07 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group A. The final score was 3–2. The match result was a home team win. Winning team was Sweden.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Nigeria and Canada held on 1995-06-08 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group B.  [/INST]","The match was between Nigeria and Canada for the 1995 FIFA Women's World Cup. It was held on 1995-06-08 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group B. The final score was 3–3. The match result was a draw.   "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Norway and England held on 1995-06-08 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group B.  [/INST]","The match was between Norway and England for the 1995 FIFA Women's World Cup. It was held on 1995-06-08 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group B. The final score was 2–0. The match result was a home team win. Winning team was Norway.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between China and Australia held on 1995-06-08 at Arosvallen in Västerås, Sweden. The stage of the match was group stage, Group C.  [/INST]","The match was between China and Australia for the 1995 FIFA Women's World Cup. It was held on 1995-06-08 at Arosvallen in Västerås, Sweden. The stage of the match was group stage, Group C. The final score was 4–2. The match result was a home team win. Winning team was China.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between United States and Denmark held on 1995-06-08 at Strömvallen in Gävle, Sweden. The stage of the match was group stage, Group C.  [/INST]","The match was between United States and Denmark for the 1995 FIFA Women's World Cup. It was held on 1995-06-08 at Strömvallen in Gävle, Sweden. The stage of the match was group stage, Group C. The final score was 2–0. The match result was a home team win. Winning team was United States.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Brazil and Germany held on 1995-06-09 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group A.  [/INST]","The match was between Brazil and Germany for the 1995 FIFA Women's World Cup. It was held on 1995-06-09 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group A. The final score was 1–6. The match result was a away team win. Winning team was Germany.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Sweden and Japan held on 1995-06-09 at Arosvallen in Västerås, Sweden. The stage of the match was group stage, Group A.  [/INST]","The match was between Sweden and Japan for the 1995 FIFA Women's World Cup. It was held on 1995-06-09 at Arosvallen in Västerås, Sweden. The stage of the match was group stage, Group A. The final score was 2–0. The match result was a home team win. Winning team was Sweden.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Nigeria and England held on 1995-06-10 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group B.  [/INST]","The match was between Nigeria and England for the 1995 FIFA Women's World Cup. It was held on 1995-06-10 at Tingvalla IP in Karlstad, Sweden. The stage of the match was group stage, Group B. The final score was 2–3. The match result was a away team win. Winning team was England.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Norway and Canada held on 1995-06-10 at Strömvallen in Gävle, Sweden. The stage of the match was group stage, Group B.  [/INST]","The match was between Norway and Canada for the 1995 FIFA Women's World Cup. It was held on 1995-06-10 at Strömvallen in Gävle, Sweden. The stage of the match was group stage, Group B. The final score was 7–0. The match result was a home team win. Winning team was Norway.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between China and Denmark held on 1995-06-10 at Arosvallen in Västerås, Sweden. The stage of the match was group stage, Group C.  [/INST]","The match was between China and Denmark for the 1995 FIFA Women's World Cup. It was held on 1995-06-10 at Arosvallen in Västerås, Sweden. The stage of the match was group stage, Group C. The final score was 3–1. The match result was a home team win. Winning team was China.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between United States and Australia held on 1995-06-10 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group C.  [/INST]","The match was between United States and Australia for the 1995 FIFA Women's World Cup. It was held on 1995-06-10 at Olympia in Helsingborg, Sweden. The stage of the match was group stage, Group C. The final score was 4–1. The match result was a home team win. Winning team was United States.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Japan and United States held on 1995-06-13 at Strömvallen in Gävle, Sweden. The match was a knockout stage.  [/INST]","The match was between Japan and United States for the 1995 FIFA Women's World Cup. It was held on 1995-06-13 at Strömvallen in Gävle, Sweden. The match was a knockout stage. The final score was 0–4. The match result was a away team win. Winning team was United States.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Norway and Denmark held on 1995-06-13 at Tingvalla IP in Karlstad, Sweden. The match was a knockout stage.  [/INST]","The match was between Norway and Denmark for the 1995 FIFA Women's World Cup. It was held on 1995-06-13 at Tingvalla IP in Karlstad, Sweden. The match was a knockout stage. The final score was 3–1. The match result was a home team win. Winning team was Norway.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Germany and England held on 1995-06-13 at Arosvallen in Västerås, Sweden. The match was a knockout stage.  [/INST]","The match was between Germany and England for the 1995 FIFA Women's World Cup. It was held on 1995-06-13 at Arosvallen in Västerås, Sweden. The match was a knockout stage. The final score was 3–0. The match result was a home team win. Winning team was Germany.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Sweden and China held on 1995-06-13 at Olympia in Helsingborg, Sweden. The match was a knockout stage.  [/INST]","The match was between Sweden and China for the 1995 FIFA Women's World Cup. It was held on 1995-06-13 at Olympia in Helsingborg, Sweden. The match was a knockout stage. The final score was 1–1. The match result was a away team win. Winning team was China.  Extra time: Yes.The match ended in a penalty shootout with a score of 3–4. Penalties scored: Sweden 3, China 4."
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between United States and Norway held on 1995-06-15 at Arosvallen in Västerås, Sweden. The match was a knockout stage.  [/INST]","The match was between United States and Norway for the 1995 FIFA Women's World Cup. It was held on 1995-06-15 at Arosvallen in Västerås, Sweden. The match was a knockout stage. The final score was 0–1. The match result was a away team win. Winning team was Norway.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Germany and China held on 1995-06-15 at Olympia in Helsingborg, Sweden. The match was a knockout stage.  [/INST]","The match was between Germany and China for the 1995 FIFA Women's World Cup. It was held on 1995-06-15 at Olympia in Helsingborg, Sweden. The match was a knockout stage. The final score was 1–0. The match result was a home team win. Winning team was Germany.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between China and United States held on 1995-06-17 at Strömvallen in Gävle, Sweden. The match was a knockout stage.  [/INST]","The match was between China and United States for the 1995 FIFA Women's World Cup. It was held on 1995-06-17 at Strömvallen in Gävle, Sweden. The match was a knockout stage. The final score was 0–2. The match result was a away team win. Winning team was United States.  "
"<s>[INST] Provide details for the 1995 FIFA Women's World Cup match between Germany and Norway held on 1995-06-18 at Råsunda Stadium in Solna, Sweden. The match was a knockout stage.  [/INST]","The match was between Germany and Norway for the 1995 FIFA Women's World Cup. It was held on 1995-06-18 at Råsunda Stadium in Solna, Sweden. The match was a knockout stage. The final score was 0–2. The match result was a away team win. Winning team was Norway.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Brazil and Scotland held on 1998-06-10 at Stade de France in Saint-Denis, France. The stage of the match was group stage, Group A.  [/INST]","The match was between Brazil and Scotland for the 1998 FIFA Men's World Cup. It was held on 1998-06-10 at Stade de France in Saint-Denis, France. The stage of the match was group stage, Group A. The final score was 2–1. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Morocco and Norway held on 1998-06-10 at Stade de la Mosson in Montpellier, France. The stage of the match was group stage, Group A.  [/INST]","The match was between Morocco and Norway for the 1998 FIFA Men's World Cup. It was held on 1998-06-10 at Stade de la Mosson in Montpellier, France. The stage of the match was group stage, Group A. The final score was 2–2. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Italy and Chile held on 1998-06-11 at Stade du Parc Lescure in Bordeaux, France. The stage of the match was group stage, Group B.  [/INST]","The match was between Italy and Chile for the 1998 FIFA Men's World Cup. It was held on 1998-06-11 at Stade du Parc Lescure in Bordeaux, France. The stage of the match was group stage, Group B. The final score was 2–2. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Cameroon and Austria held on 1998-06-11 at Stade de Toulouse in Toulouse, France. The stage of the match was group stage, Group B.  [/INST]","The match was between Cameroon and Austria for the 1998 FIFA Men's World Cup. It was held on 1998-06-11 at Stade de Toulouse in Toulouse, France. The stage of the match was group stage, Group B. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Paraguay and Bulgaria held on 1998-06-12 at Stade de la Mosson in Montpellier, France. The stage of the match was group stage, Group D.  [/INST]","The match was between Paraguay and Bulgaria for the 1998 FIFA Men's World Cup. It was held on 1998-06-12 at Stade de la Mosson in Montpellier, France. The stage of the match was group stage, Group D. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Saudi Arabia and Denmark held on 1998-06-12 at Stade Félix-Bollaert in Lens, France. The stage of the match was group stage, Group C.  [/INST]","The match was between Saudi Arabia and Denmark for the 1998 FIFA Men's World Cup. It was held on 1998-06-12 at Stade Félix-Bollaert in Lens, France. The stage of the match was group stage, Group C. The final score was 0–1. The match result was a away team win. Winning team was Denmark.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between France and South Africa held on 1998-06-12 at Stade Vélodrome in Marseille, France. The stage of the match was group stage, Group C.  [/INST]","The match was between France and South Africa for the 1998 FIFA Men's World Cup. It was held on 1998-06-12 at Stade Vélodrome in Marseille, France. The stage of the match was group stage, Group C. The final score was 3–0. The match result was a home team win. Winning team was France.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Spain and Nigeria held on 1998-06-13 at Stade de la Beaujoire in Nantes, France. The stage of the match was group stage, Group D.  [/INST]","The match was between Spain and Nigeria for the 1998 FIFA Men's World Cup. It was held on 1998-06-13 at Stade de la Beaujoire in Nantes, France. The stage of the match was group stage, Group D. The final score was 2–3. The match result was a away team win. Winning team was Nigeria.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between South Korea and Mexico held on 1998-06-13 at Stade de Gerland in Lyon, France. The stage of the match was group stage, Group E.  [/INST]","The match was between South Korea and Mexico for the 1998 FIFA Men's World Cup. It was held on 1998-06-13 at Stade de Gerland in Lyon, France. The stage of the match was group stage, Group E. The final score was 1–3. The match result was a away team win. Winning team was Mexico.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Netherlands and Belgium held on 1998-06-13 at Stade de France in Saint-Denis, France. The stage of the match was group stage, Group E.  [/INST]","The match was between Netherlands and Belgium for the 1998 FIFA Men's World Cup. It was held on 1998-06-13 at Stade de France in Saint-Denis, France. The stage of the match was group stage, Group E. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Argentina and Japan held on 1998-06-14 at Stade de Toulouse in Toulouse, France. The stage of the match was group stage, Group H.  [/INST]","The match was between Argentina and Japan for the 1998 FIFA Men's World Cup. It was held on 1998-06-14 at Stade de Toulouse in Toulouse, France. The stage of the match was group stage, Group H. The final score was 1–0. The match result was a home team win. Winning team was Argentina.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Yugoslavia and Iran held on 1998-06-14 at Stade Geoffroy-Guichard in Saint-Étienne, France. The stage of the match was group stage, Group F.  [/INST]","The match was between Yugoslavia and Iran for the 1998 FIFA Men's World Cup. It was held on 1998-06-14 at Stade Geoffroy-Guichard in Saint-Étienne, France. The stage of the match was group stage, Group F. The final score was 1–0. The match result was a home team win. Winning team was Yugoslavia.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Jamaica and Croatia held on 1998-06-14 at Stade Félix-Bollaert in Lens, France. The stage of the match was group stage, Group H.  [/INST]","The match was between Jamaica and Croatia for the 1998 FIFA Men's World Cup. It was held on 1998-06-14 at Stade Félix-Bollaert in Lens, France. The stage of the match was group stage, Group H. The final score was 1–3. The match result was a away team win. Winning team was Croatia.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between England and Tunisia held on 1998-06-15 at Stade Vélodrome in Marseille, France. The stage of the match was group stage, Group G.  [/INST]","The match was between England and Tunisia for the 1998 FIFA Men's World Cup. It was held on 1998-06-15 at Stade Vélodrome in Marseille, France. The stage of the match was group stage, Group G. The final score was 2–0. The match result was a home team win. Winning team was England.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Romania and Colombia held on 1998-06-15 at Stade de Gerland in Lyon, France. The stage of the match was group stage, Group G.  [/INST]","The match was between Romania and Colombia for the 1998 FIFA Men's World Cup. It was held on 1998-06-15 at Stade de Gerland in Lyon, France. The stage of the match was group stage, Group G. The final score was 1–0. The match result was a home team win. Winning team was Romania.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Germany and United States held on 1998-06-15 at Parc des Princes in Paris, France. The stage of the match was group stage, Group F.  [/INST]","The match was between Germany and United States for the 1998 FIFA Men's World Cup. It was held on 1998-06-15 at Parc des Princes in Paris, France. The stage of the match was group stage, Group F. The final score was 2–0. The match result was a home team win. Winning team was Germany.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Scotland and Norway held on 1998-06-16 at Stade du Parc Lescure in Bordeaux, France. The stage of the match was group stage, Group A.  [/INST]","The match was between Scotland and Norway for the 1998 FIFA Men's World Cup. It was held on 1998-06-16 at Stade du Parc Lescure in Bordeaux, France. The stage of the match was group stage, Group A. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Brazil and Morocco held on 1998-06-16 at Stade de la Beaujoire in Nantes, France. The stage of the match was group stage, Group A.  [/INST]","The match was between Brazil and Morocco for the 1998 FIFA Men's World Cup. It was held on 1998-06-16 at Stade de la Beaujoire in Nantes, France. The stage of the match was group stage, Group A. The final score was 3–0. The match result was a home team win. Winning team was Brazil.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Chile and Austria held on 1998-06-17 at Stade Geoffroy-Guichard in Saint-Étienne, France. The stage of the match was group stage, Group B.  [/INST]","The match was between Chile and Austria for the 1998 FIFA Men's World Cup. It was held on 1998-06-17 at Stade Geoffroy-Guichard in Saint-Étienne, France. The stage of the match was group stage, Group B. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Italy and Cameroon held on 1998-06-17 at Stade de la Mosson in Montpellier, France. The stage of the match was group stage, Group B.  [/INST]","The match was between Italy and Cameroon for the 1998 FIFA Men's World Cup. It was held on 1998-06-17 at Stade de la Mosson in Montpellier, France. The stage of the match was group stage, Group B. The final score was 3–0. The match result was a home team win. Winning team was Italy.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between South Africa and Denmark held on 1998-06-18 at Stade de Toulouse in Toulouse, France. The stage of the match was group stage, Group C.  [/INST]","The match was between South Africa and Denmark for the 1998 FIFA Men's World Cup. It was held on 1998-06-18 at Stade de Toulouse in Toulouse, France. The stage of the match was group stage, Group C. The final score was 1–1. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between France and Saudi Arabia held on 1998-06-18 at Stade de France in Saint-Denis, France. The stage of the match was group stage, Group C.  [/INST]","The match was between France and Saudi Arabia for the 1998 FIFA Men's World Cup. It was held on 1998-06-18 at Stade de France in Saint-Denis, France. The stage of the match was group stage, Group C. The final score was 4–0. The match result was a home team win. Winning team was France.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Nigeria and Bulgaria held on 1998-06-19 at Parc des Princes in Paris, France. The stage of the match was group stage, Group D.  [/INST]","The match was between Nigeria and Bulgaria for the 1998 FIFA Men's World Cup. It was held on 1998-06-19 at Parc des Princes in Paris, France. The stage of the match was group stage, Group D. The final score was 1–0. The match result was a home team win. Winning team was Nigeria.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Spain and Paraguay held on 1998-06-19 at Stade Geoffroy-Guichard in Saint-Étienne, France. The stage of the match was group stage, Group D.  [/INST]","The match was between Spain and Paraguay for the 1998 FIFA Men's World Cup. It was held on 1998-06-19 at Stade Geoffroy-Guichard in Saint-Étienne, France. The stage of the match was group stage, Group D. The final score was 0–0. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Japan and Croatia held on 1998-06-20 at Stade de la Beaujoire in Nantes, France. The stage of the match was group stage, Group H.  [/INST]","The match was between Japan and Croatia for the 1998 FIFA Men's World Cup. It was held on 1998-06-20 at Stade de la Beaujoire in Nantes, France. The stage of the match was group stage, Group H. The final score was 0–1. The match result was a away team win. Winning team was Croatia.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Belgium and Mexico held on 1998-06-20 at Stade du Parc Lescure in Bordeaux, France. The stage of the match was group stage, Group E.  [/INST]","The match was between Belgium and Mexico for the 1998 FIFA Men's World Cup. It was held on 1998-06-20 at Stade du Parc Lescure in Bordeaux, France. The stage of the match was group stage, Group E. The final score was 2–2. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Netherlands and South Korea held on 1998-06-20 at Stade Vélodrome in Marseille, France. The stage of the match was group stage, Group E.  [/INST]","The match was between Netherlands and South Korea for the 1998 FIFA Men's World Cup. It was held on 1998-06-20 at Stade Vélodrome in Marseille, France. The stage of the match was group stage, Group E. The final score was 5–0. The match result was a home team win. Winning team was Netherlands.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Germany and Yugoslavia held on 1998-06-21 at Stade Félix-Bollaert in Lens, France. The stage of the match was group stage, Group F.  [/INST]","The match was between Germany and Yugoslavia for the 1998 FIFA Men's World Cup. It was held on 1998-06-21 at Stade Félix-Bollaert in Lens, France. The stage of the match was group stage, Group F. The final score was 2–2. The match result was a draw.   "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Argentina and Jamaica held on 1998-06-21 at Parc des Princes in Paris, France. The stage of the match was group stage, Group H.  [/INST]","The match was between Argentina and Jamaica for the 1998 FIFA Men's World Cup. It was held on 1998-06-21 at Parc des Princes in Paris, France. The stage of the match was group stage, Group H. The final score was 5–0. The match result was a home team win. Winning team was Argentina.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between United States and Iran held on 1998-06-21 at Stade de Gerland in Lyon, France. The stage of the match was group stage, Group F.  [/INST]","The match was between United States and Iran for the 1998 FIFA Men's World Cup. It was held on 1998-06-21 at Stade de Gerland in Lyon, France. The stage of the match was group stage, Group F. The final score was 1–2. The match result was a away team win. Winning team was Iran.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Colombia and Tunisia held on 1998-06-22 at Stade de la Mosson in Montpellier, France. The stage of the match was group stage, Group G.  [/INST]","The match was between Colombia and Tunisia for the 1998 FIFA Men's World Cup. It was held on 1998-06-22 at Stade de la Mosson in Montpellier, France. The stage of the match was group stage, Group G. The final score was 1–0. The match result was a home team win. Winning team was Colombia.  "
"<s>[INST] Provide details for the 1998 FIFA Men's World Cup match between Romania and England held on 1998-06-22 at Stade de Toulouse in Toulouse, France. The stage of the match was group stage, Group G.  [/INST]","The match was between Romania and England for the 1998 FIFA Men's World Cup. It was held on 1998-06-22 at Stade de Toulouse in Toulouse, France. The stage of the match was group stage, Group G. The final score was 2–1. The match result was a home team win. Winning team was Romania.  "
